RegionName,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20
West Baton Rouge Parish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127194,127283,126740,126728,127173,128249,129303,130092,131189,132202,133428,134671,135936,136807,138525,139623,140484,140669,140964,141733,142238,142838,143294,143728,144326,145483,146667,147796,148236,148386,148533,148607,148496,148630,148665,148708,148286,147975,147910,148017,148209,148318,148289,148263,148183,147979,147648,147451,147488,147404,147230,147011,146910,146756,146630,146497,146329,145943,145697,145489,145428,145266,145090,144893,144804,144871,145039,145431,146035,147081,147850,148386,148451,148720,149015,149431,149721,150016,150399,150273,150037,149817,150176,150689,151293,151724,152264,152560,152878,153005,153084,153719,154498,154958,154836,154715,154858,155065,155064,155208,155442,155795,156042,156045,155991,156345,157048,157779,158291,158814,159464,160129,160774,161422,162149,162544,162907,163111,163549,163879,164231,164593,165055,165525,166040,166582,167170,168013,168835,169497,169971,170449,171007,171386,171770,172207,172556,172835,173076,173408,173863,174700,175426,176324,176913,177764,178307,178782,179126,179491,179743,180155,180404,179845,179302,178791,179106,179206,179470,179766,180102,180360,180724,181581,182503,183661,184310,184945,185342,185791,186235,186654,187107,187602,188045,187959,187828,187787
Meigs County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55592,55477,55364,55454,55732,55984,55887,55482,55057,54797,54641,54657,54792,55072,55370,55140,54734,54358,54439,54768,54977,55043,54992,54786,54321,53773,53324,53083,52824,52599,52359,52297,52321,52220,52063,51864,51775,51715,51679,51824,51792,51688,51626,51667,52030,52341,52650,52647,52726,52798,52823,52695,52638,52767,52916,53039,52934,52910,52856,53036,53203,53511,53791,54024,54196,54317,54385,54360,54404,54461,54625,54661,54748,54853,55066,55411,55656,55912,56153,56503,56797,57124,57519,58010,58415,58659,58877,59022,59310,59437,59630,59786,60052,60232,60326,60476,60638,60827,60984,61250,61493,61762,62066,62343,62550,62718,62838,62975,62974,63020,63126,63362,63677,64040,63933,63780,63572,63728,63985,64177,64611,64978,65143,65005,64900,65030,65698,66435,67199,67709,68114,68506,68700,68964,69102,69414,69668,70077,70404,70714,71015,71239,71516,71827,72182,72484,72957,73404,73850,74030,74083
Staunton City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132378,132079,132519,133415,134812,136099,137269,138404,139389,140344,141562,142781,143835,145218,146146,146784,146780,147121,147356,147496,147742,148263,148309,148145,147997,148416,148854,149024,148929,148454,148278,148304,148384,148043,147706,147614,147534,147313,147228,147224,147161,146819,146498,145872,145251,144457,143783,142937,142387,141944,140878,139651,138355,137954,137472,137193,136947,137024,137003,136959,136696,136381,136263,136167,136130,135701,135320,134882,134464,134061,133759,133671,133577,133420,133345,133534,133861,134079,134211,134241,134357,134289,134265,134215,134338,134534,134677,134655,134590,134585,134642,134776,135022,135322,135657,135679,135742,135743,136069,136286,136477,136581,136831,137059,137182,137390,137638,138146,138507,138978,139022,139120,139161,139481,139681,139916,140061,140179,140236,140327,140441,140452,140584,140795,141078,141203,141383,141567,141868,142109,142358,142539,142959,143451,144024,144447,144912,145320,145697,146048,146399,146752,147049,147462,147533,147676,147745,148140,148687,149293,149804,150073,150229,150509,150868,151372,151817,152068,152232,152466,153194,154033,155023,155844,156743,157601,158406,159015,159740,160532,161372,161987,162080,162025,161850
Houston County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71376,71497,71517,71347,71090,70930,70954,70971,70843,70699,70595,70622,70712,70637,70581,70864,71352,71711,71809,71859,72102,72391,72635,72692,72922,73121,73278,73057,72835,72611,72482,72485,72590,72659,72669,72594,72020,71648,71249,71360,71180,71086,70926,70718,70308,69887,69570,69533,69693,69618,69518,69313,69394,69450,69458,69475,69507,69610,69662,69475,69307,69184,69202,69115,68924,68754,68660,68614,68652,68692,68763,68912,69101,69293,69418,69519,69667,69774,69904,70047,70272,70505,70708,70919,71040,71242,71463,71886,72340,72808,73218,73570,73877,74197,74573,75060,75572,76102,76592,76989,77335,77747,78281,78956,79611,80258,80812,81263,81750,82280,82861,83288,83643,84046,84463,84832,85163,85472,85802,86154,86635,87004,87335,87859,88536,89120,89464,89898,90415,90983,91597,92314,92931,93529,94014,94473,94893,95398,95997,96383,96660,97084,97587,97878,97972,98426,99190,99918,100230,100371,100687,101016,101449,101329,101396,101573,102074,102159,102166,102378,102919,103469,103806,104201,104523,105154,105556,105932,106155,106512,106781,106887
Caswell County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85027,84901,84870,84515,84006,83965,83660,83856,83738,83854,83547,82821,82358,82198,81887,81905,81911,81531,81440,80924,80766,80177,80237,80979,81532,81357,81397,81321,81737,81835,82123,82020,81962,82180,82419,82490,82324,82653,82764,83023,82949,82837,82594,82558,82851,83145,83046,82939,82997,83351,83721,83925,84334,84914,85421,85864,86119,86641,87796,89073,89960,90277,90696,91319,91915,92354,92976,93672,94334,94859,95287,95539,95935,96475,97290,98124,98718,99182,99534,100091,100718,101239,101297,101421,101556,102030,102331,102528,102657,102883,103320,103529,103581,103307,103258,103231,103245,102939,102519,102206,102076,101999,101611,101242,100868,100907,100725,100455,99997,99612,99155,98458,97770,96959,96261,95540,94975,94356,93984,93654,93517,93286,92978,92768,92500,92347,92066,91844,91586,91256,90744,90354,89975,89658,89458,89242,89139,88961,88972,88856,88617,88347,88204,87988,87739,87637,87673,87744,87687,87661,87592,87629,87698,87870,88013,88115,88206,88265,88245,88233,88269,88418,88513,88558,88730,88910,89318,89683,90137,90413,90721,91027,91348,91548,91827,92165,92501,92799,92837,93025,93104,93343,93468,93607,93820,94017,94149,94313,94479,94798,95058,95261,95511,95791,96219,96664,97094,97745,98465,99160,99739,100033,100482,100952,101510,101928,102287,102708,103184,103426,103633,103781,103971,104369,104870,105560,106202,106891,107552,107967,108255,108531,108942,109203,109383,109869,110443,110965,111080,111209,111326,111549,111779,112018,112085,112229,112366,112146,111702
Iowa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148839,148166,148568,149166,150472,151616,152336,152858,153063,153510,153895,154231,154395,155255,155673,155804,155350,155075,155211,155485,156072,156353,156538,156623,156908,157542,157968,158319,157977,157638,157515,157529,157576,157430,157374,157346,157166,157174,156967,156802,156313,155809,155242,154643,154202,153862,153622,153478,153252,151800,150270,148558,147867,147180,146390,145556,144852,144331,144097,144012,144177,144748,145140,145453,145271,145052,144878,144934,144855,144623,143699,142614,141466,140813,140392,140215,140005,139996,139832,139628,139246,138941,138817,138759,138655,138523,138474,138385,138227,137874,137652,137432,137300,137051,136857,136714,136656,136515,136291,136039,135818,135709,135675,135656,135657,135828,136095,136378,136624,136780,137005,137293,137700,138198,138576,138868,139220,139543,139973,140256,140652,140998,141465,141868,142382,142800,143292,143889,144427,145006,145497,146149,146756,147598,148280,149038,149637,150331,151071,151789,152539,153274,154011,154810,155520,156308,157117,158008,158711,159407,160052,160764,161560,162539,163587,164645,165763,166824,167853,168732,169679,170461,171186,171856,172636,173421,174207,174917,175539,176132,176733,177380,178079,178866,179682,180479,181113,181625,182082,182557
Fannin County,97558,97671,97869,98082,98449,98763,99375,99837,100391,101105,102007,103096,104027,104635,105282,106012,106973,107851,108484,109402,110249,111617,112542,112898,113478,115261,117068,118924,120182,121734,123110,124486,125904,125892,126083,126486,127990,129470,130635,131650,132428,133509,134498,135567,136674,138356,139674,141580,142546,143034,143080,143322,144177,145047,145914,146791,147766,149187,150486,151231,152272,153489,155017,156309,157165,157732,158481,159076,159736,160384,161219,161866,162011,162277,162807,163580,164420,165065,165489,165942,166533,166827,167328,167978,168921,169420,169963,170316,171045,171537,171997,172837,174179,176118,177231,178082,178772,179949,180808,181720,182498,184067,186487,187973,187997,186623,186813,187868,189234,190124,191472,193242,194764,195898,196294,197357,198692,200702,202037,203196,204394,205881,207143,208135,209120,210121,211072,211925,213024,214226,215097,215863,216634,217205,217459,217182,217668,217967,218460,218215,218148,218324,218710,218295,217109,215630,215140,214660,213887,212597,211388,210481,209793,208841,207705,206730,206040,205532,203894,202255,199771,198164,196486,195539,194262,192388,191282,190492,190441,189273,188316,187247,186582,185388,184633,183130,181358,180379,178543,176661,173048,171442,169970,169675,168911,168255,166858,165900,165256,164047,162657,161501,161732,161430,161091,160177,160619,161257,161906,162027,162481,163204,164085,164656,165498,166389,167573,168599,169030,169591,170476,171972,173150,174538,176103,177943,179211,180329,181313,182416,183216,184030,184794,185606,186620,188217,190009,191473,192585,193617,194594,195428,196316,197154,198190,199083,199781,199498,199079,199024,199639,200383,201020,201910,202711,203419,203852,204328,204689,205563,206637,207768,208781,209450,210357,211015,212231,213558,215236,216922,218790,220281,221650,222810,224323,226126,227964,229620,230909,232006,232970,234452,236227,238117,239514,240971,242243,243408,244399,245569,246705,247904,249014,249621,249844,249999
Butts County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111125,111312,111593,112081,112649,113213,113838,114342,114779,115070,115441,115772,116180,116606,117030,117443,117810,118116,118433,118691,119027,119441,119778,120072,120228,120506,120788,121060,121093,121059,120841,120968,120959,121044,120913,120896,120834,120579,119955,119342,118818,118537,118010,117315,116687,116059,115456,114643,113637,112654,111791,110904,109936,108679,107745,106691,105912,105042,104359,103598,103207,102848,102684,102381,102022,101626,100971,100405,99563,98935,98140,97540,96722,96041,95179,94369,93636,93109,92954,92773,92479,91908,91395,90953,90698,90444,90289,90166,90111,90104,89975,89970,90230,90597,90997,91359,91784,92143,92541,92962,93411,93843,94293,94728,95173,95718,96336,96850,97194,97570,98036,98585,99123,99620,100124,100581,100984,101344,101703,102168,102549,102981,103350,103805,104203,104528,104841,105177,105502,105806,106105,106496,107121,107650,107979,108211,108542,109075,109564,110041,110486,110892,111333,111638,111885,112096,112489,112889,113301,113617,113996,114473,115114,115837,116478,117087,117683,118273,118914,119627,120336,120941,121360,121692,121962,122268,122976,123849,124788,125537,126218,126862,127470,128145,128915,129677,130386,131003,131302,131483,131591
King George County,155281,155277,155057,154646,154357,153822,153643,153564,153822,154439,155157,156126,156860,157336,157649,158044,158186,158504,158333,158477,158807,157661,155853,152460,150326,148766,148240,147879,147635,147449,147155,146113,144124,143803,144301,146026,146373,146416,146011,146081,146287,146962,147830,148782,149668,149961,150425,151206,152102,153203,154180,154997,155678,156171,156805,157603,158639,159672,160439,160956,161817,162600,163545,164287,165010,165313,165400,165816,166749,167964,169234,170415,171666,172606,173362,174182,174816,175717,176609,178087,179424,180723,181644,182700,183710,185361,187087,189041,191344,193890,196825,198676,200692,202628,205295,207886,210603,213434,216792,220145,224014,227834,231686,235736,239625,243672,248119,252871,257973,262396,266732,271025,274198,276960,279356,282523,285691,288556,290620,292416,293972,295808,297248,298465,299847,301289,302609,303221,303582,303628,303734,303828,303964,303386,302491,301697,301765,301791,301476,300735,299996,298754,297180,295219,293441,292140,290940,289604,287788,286219,284989,284027,283002,283312,283520,283682,282349,280917,279462,277608,275755,273827,272297,270991,269876,268510,267429,266587,266479,266194,265926,265847,265856,265694,265351,264836,264145,262994,261843,260680,259951,259594,259479,259585,259330,259247,259018,258912,258860,258929,259038,259161,259078,259048,258959,258925,259096,259333,259682,260044,260440,260873,261279,261720,262035,262127,262196,262389,262770,263224,263578,263915,264269,264672,265104,265508,266232,267173,268082,268779,269186,269438,269626,269838,270185,270604,270939,271202,271245,271219,271239,271255,271440,271516,271745,271890,271882,271792,271855,272028,272201,272263,272391,272518,272624,272829,273119,273591,274136,274669,275014,275408,275762,276186,276472,277018,277616,278384,279071,280173,281279,282266,282920,283382,284042,284788,285654,286258,286638,286953,287333,288567,289991,291793,293125,294669,296157,297551,298851,300154,301552,302852,304075,304321,304341,304049
Antrim County,82055,82224,82510,83135,83356,83486,83578,83788,84017,84682,85375,85804,86215,86653,87258,87488,87817,88163,88562,88855,89150,88208,87592,86991,88036,88309,88253,87723,87872,88021,88731,89427,90312,92077,93309,94807,94809,94988,94815,95801,97302,99500,100245,100943,101099,101798,102446,103167,103874,104827,106195,106868,107074,107292,108483,109784,111073,111722,112679,113625,114806,116050,116885,118039,118831,119439,120030,120566,121476,122376,123020,123431,123905,124535,125458,126405,127403,128229,128643,129061,129321,129711,130090,130565,131101,131455,131890,132011,132514,133108,134110,134873,135515,135964,136770,137559,138437,139215,139889,140637,140942,141146,141271,141619,142246,143016,143809,144541,145084,145453,146050,146387,146665,146680,146534,146490,146097,145871,145210,144681,144121,144269,144177,144173,144039,144151,144419,144378,144548,144445,144757,144926,145270,145163,145230,145589,146125,146732,147099,147478,147582,147726,147309,146751,145817,144931,143849,142560,141542,140642,139843,139249,138558,137703,136783,135849,135029,133882,132655,131015,129402,127530,126149,124646,123557,122529,122034,121733,121610,121442,121326,121096,120474,120017,119593,119483,119100,119096,118921,118750,118308,118120,118042,119249,120594,121785,121766,121612,121685,121583,121426,121288,121402,121581,121809,121430,121306,121153,121701,122158,122763,123264,123796,124108,124531,124931,125301,125590,125966,126631,127465,128262,129008,129592,130116,130786,131331,131960,132542,133053,133315,133438,133678,134049,134521,135430,136476,137348,138093,138830,139725,140529,141241,141834,142281,142614,142607,142521,142460,142692,143034,143309,143505,143888,144443,145129,145725,146434,146938,147342,147893,148840,149912,150810,151664,152388,153062,153757,154611,155547,156757,158021,158751,159102,159429,160122,160785,161384,162051,162668,163246,164025,164938,165753,166701,167621,168611,169411,170253,171152,171973,172787,173561,174093,174409,174773
Currituck County,143934,144350,144866,145122,145495,145888,146480,147136,147775,147802,147951,148089,148704,149172,149737,150433,151159,152024,152895,153913,155156,156638,157613,158945,159520,160383,160956,161887,162902,163780,164283,164159,163859,164876,166596,168555,169369,170538,171427,172649,172997,173284,173571,174668,175474,175877,176387,176747,177985,178481,179642,180478,181710,182814,183899,184904,186450,187602,187936,187784,187849,188448,188669,188690,189067,189582,190432,190682,190887,191120,191903,192767,193479,194346,195374,196593,197453,198277,198853,199804,200827,201711,202484,203431,204379,205167,205735,206565,207651,209008,210443,212039,213320,214276,215213,216415,217949,219186,220599,222014,223642,225021,226581,228251,230421,233960,237689,241273,244435,247869,251765,255242,258775,262613,266318,269584,272402,274508,276595,278592,280910,283646,286150,288881,291120,293079,295191,297395,299771,301398,302653,303758,305038,306295,307348,308272,309635,311007,312715,313682,314947,315352,315666,315739,315567,315470,315056,315099,314870,314789,314158,313451,311579,310547,310511,310767,311205,309556,307841,305468,303318,301079,297977,296046,294608,293722,291614,289463,287594,287118,286668,286056,284947,283627,283173,282665,282294,282578,283134,283916,282666,281299,280063,279156,278253,277347,276494,275506,274845,273603,272763,271288,271054,270854,270836,270943,270952,271155,271002,270962,270448,270037,269446,269604,269950,270240,270432,270561,271358,272014,272837,273112,273794,274150,274633,274808,275201,275790,276520,277188,277675,278331,279153,280255,281024,282040,282690,283377,283580,283751,283821,284070,284324,284547,284711,284951,285323,285627,286143,286804,287603,288561,289488,290453,291167,291953,292740,293479,294196,294855,295693,296442,297390,298252,299226,300180,301183,302146,303139,304447,306145,307908,309655,311118,312656,313960,315147,316082,317156,318322,319600,320860,322034,322954,323540,324210,324883,325718,326557,327546,328407,329158,329762,330188,330441,330828
Wasatch County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258479,258729,258701,257615,256719,256442,258079,260352,263377,266982,270779,274845,279235,283589,287923,294374,301345,308358,312784,316773,320438,324000,327822,331535,335138,338188,341549,344336,346771,348316,349998,351318,351795,351593,351027,350230,349090,347603,346177,344603,342740,340899,339222,337580,335530,332837,329865,327245,324610,321660,318124,314558,311147,307680,304680,301607,299053,296952,296080,295750,295283,294486,293727,292826,291639,290171,288304,286898,285524,284345,282396,279652,277300,275855,275321,275205,275565,276291,276914,276910,276821,276706,277052,277652,278237,278751,278985,279455,280103,280906,282025,283634,285778,288172,290467,292783,295304,297556,299857,301766,303659,305441,307409,309326,310800,311992,313038,314167,315228,316512,317886,319294,320607,321958,323262,324771,326404,328226,330706,333215,335662,337516,339399,341558,343699,345822,347760,349950,352223,354657,355864,357165,358406,360709,362960,365081,367331,369636,372354,374311,376479,378436,381557,384598,387806,390713,393614,396561,399329,402237,405043,408347,411531,415056,418615,422425,426227,429828,433450,437150,440929,444414,447782,450674,453183,455370,458015,460882,463657,466111,468595,471032,473468,476027,478607,481438,484557,487762,490318
Osceola County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70249,70130,69879,69572,69077,68693,68081,67565,66963,66446,65911,65417,64975,64508,64035,63305,62727,62156,61690,61040,60399,59843,59410,58840,58251,57695,57339,57108,56873,56593,56758,57089,57551,57587,57474,57485,57415,57169,56850,56627,56738,56541,56007,55388,54826,54633,54507,54553,54711,54961,55375,55868,56338,56717,56494,56079,55846,56133,56589,56855,57452,58152,58724,58864,58916,59947,61710,63302,64217,64444,64763,64998,65005,64953,64956,65218,65458,64828,64365,64475,64871,65458,65686,66405,66773,67126,67378,67931,68129,68409,67667,67262,67131,67408,67539,67323,67338,67304,67437,67056,67399,67789,69306,70071,70764,70846,71172,71542,71888,72335,72655,73274,73502,73781,73773,73974,74071,74371,74693,75113,75515,76081,76600,77206,77792,78594,79279,79726,80028,80421,81083,81785,82496,82962,83509,83897,84346,84558,84762,85188,85765,86253,86419,86459,86451
Routt County,165551,166441,167238,168011,168862,169608,170411,171161,171924,173032,174092,175327,176383,177443,178513,179466,180517,181619,182929,184167,185330,186532,187680,188215,188494,189076,189706,190626,191210,192227,192742,193460,194367,194238,194528,195215,197296,199271,201950,204810,207751,210168,212713,215568,218399,221898,224761,227387,229566,231946,234069,235806,237712,239539,241451,243186,245089,247103,249230,251392,253204,254742,255854,257059,258005,259206,260274,261546,262682,263781,264706,265652,266633,267817,269086,270401,271298,272008,272576,273088,273506,273711,274157,274601,274990,275023,275093,275066,275916,276888,278256,279185,280169,281201,282276,283232,284195,285387,286694,288024,288998,290031,290997,292388,293913,295654,297377,298951,300390,301752,303367,305328,307049,308667,309943,311124,312097,313050,314324,316131,318534,321084,323018,324364,325526,326816,328297,330030,332124,334524,337188,340583,344107,347879,352246,357060,362844,368768,375408,380993,386067,390730,394931,397831,399216,400257,401168,401551,401720,401646,401308,401834,402061,401627,400156,398795,398568,398157,397326,397090,396379,395527,393792,392168,391265,390645,390422,389983,389330,388468,387699,386663,385412,384146,383044,381606,379819,378147,376882,375671,374459,373804,373269,372696,372351,372164,372234,372216,372186,372354,372826,373538,374188,374483,374906,375528,376363,377353,378310,379391,380750,382387,383595,384898,386344,388194,390137,391858,393549,395269,397182,399480,401605,403385,405150,407071,409352,411379,413243,415376,418035,420677,423460,426001,428795,431647,435007,438392,441824,445836,449828,453587,456342,459095,461793,464602,467353,470292,472819,475135,476426,478351,480519,483385,485564,487607,489324,491036,492492,493906,495448,496869,498761,498377,498011,497115,498522,500250,502505,505256,508555,511728,514582,517486,520582,523750,526264,528496,530343,532042,533453,535784,538061,540400,541855,543236,544639,546841,549330,551988,553802,555450,556994,557445,557616,557702
Mitchell County,45849,46512,46960,47153,47319,47423,47598,47555,47502,47457,47460,47555,47743,48308,48972,49535,49751,49821,49885,50113,50239,50161,49880,49157,48063,46379,45140,44801,45056,45567,45805,46085,46337,46712,47331,48286,49482,50617,51282,51225,50989,50769,50637,50537,50624,50922,51149,50722,50196,49918,50064,50447,50784,51149,51510,52032,52462,52608,52497,52771,53247,53983,54642,55134,55386,55594,56281,56712,57096,57443,58212,59068,59762,60198,60441,60866,61447,61956,62054,62162,62376,62755,63018,63460,63898,64311,64625,64734,64878,65053,65257,65624,65912,66249,66421,66354,66452,66678,67198,67753,68258,68676,69095,69389,69744,70033,70429,70960,71489,71892,72171,72499,72917,73363,73889,74424,74933,75256,75595,75789,76007,76307,76694,77156,77474,77835,78019,78277,78446,78677,78838,79046,79239,79284,79340,79258,79525,79645,79892,79919,79903,79941,79892,79893,79789,79761,79667,79477,79018,78588,78105,77630,77307,76829,76469,75849,75223,74525,73919,73490,72900,72218,71537,71113,70545,70169,69753,69687,69531,69335,68666,67880,67267,66934,66646,66157,65766,65223,64720,63988,63344,62850,62626,62505,62304,61985,61612,61298,61059,61011,61013,61079,61091,60983,60995,61019,61186,61472,61864,62273,62565,62768,62983,63195,63495,63894,64246,64637,64970,65273,65513,65772,66235,66706,67090,67404,67762,68101,68470,68743,69101,69383,69750,70090,70195,70295,70421,70644,70882,71210,71682,72142,72573,72993,73346,73743,74221,74661,75094,75705,76293,76750,76937,77244,77459,77636,77840,78245,78717,79307,79836,80224,80515,80857,81211,81544,81734,82075,82328,82319,82186,82042,82273,82414,82690,82891,83202,83296,83547,83702,83885,84257,84805,85319,85389,85488,85550,85630,85626,85724,85739,85701,85618,85413,85052,84638
